Age,Gender,Weight,Height,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration,Fat_Percentage,Water_Intake,Workout_Frequency,Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned,Workout_Type_HIIT,Workout_Type_Mixed,Workout_Type_Strength,Workout_Type_Yoga
54,1,70.2,1.63,164.0,121.0,68.0,0.62,15.8,4.1,4,1,26.5,3.0,0.5520833333333334,1.65625,72.1,0,0,0,1
55,1,91.5,1.66,168.0,137.0,79.0,0.5,25.1,2.2,3,0,33.3,7.0,0.651685393258427,4.561797752808989,208.7,0,0,0,0
38,0,78.1,1.88,172.0,124.0,66.0,0.52,32.3,3.5,3,0,22.0,3.0,0.5471698113207547,1.641509433962264,66.7,0,0,0,1
57,1,53.7,1.64,158.0,132.0,71.0,0.52,21.8,3.7,3,0,20.0,6.0,0.7011494252873564,4.206896551724138,117.5,0,0,1,0
56,0,52.9,1.58,171.0,146.0,72.0,0.75,24.8,4.0,6,2,21.3,8.0,0.7474747474747475,5.97979797979798,237.2,0,1,0,0
38,0,93.7,1.74,178.0,131.0,75.0,0.65,34.5,3.7,3,0,31.0,3.0,0.5436893203883495,1.6310679611650485,99.3,0,0,0,1
27,0,82.7,1.67,180.0,137.0,57.0,1.26,8.0,3.4,6,3,29.8,7.0,0.6504065040650406,4.5528455284552845,474.4,0,0,0,0
55,1,51.8,1.54,166.0,134.0,59.0,1.08,13.4,3.9,6,2,21.9,6.0,0.7009345794392523,4.205607476635514,235.3,0,0,1,0
21,1,65.0,1.9,199.0,177.0,55.0,1.24,13.9,3.5,7,3,18.0,9.5,0.8472222222222222,8.04861111111111,648.7,1,0,0,0
37,0,62.7,1.64,184.0,151.0,75.0,0.8,23.4,3.5,5,1,23.2,6.0,0.6972477064220184,4.18348623853211,209.8,0,0,1,0
34,1,53.8,1.64,186.0,144.0,66.0,0.79,16.2,2.9,4,1,19.9,7.0,0.65,4.55,193.4,0,0,0,0
24,1,63.3,1.7,202.0,147.0,79.0,0.78,23.7,3.4,3,0,22.0,3.0,0.5528455284552846,1.6585365853658538,81.9,0,0,0,1
21,0,67.9,1.85,195.0,137.0,65.0,1.15,27.9,4.5,5,1,19.8,3.0,0.5538461538461539,1.6615384615384616,129.7,0,0,0,1
46,1,41.2,1.51,174.0,122.0,59.0,1.16,18.0,4.1,5,3,18.0,3.0,0.5478260869565217,1.643478260869565,78.5,0,0,0,1
31,1,91.9,1.71,187.0,170.0,75.0,0.79,29.7,3.3,2,0,31.5,9.5,0.8482142857142857,8.058035714285714,585.0,1,0,0,0
20,0,75.9,1.89,203.0,157.0,71.0,0.6,24.1,2.6,3,0,21.3,7.0,0.6515151515151515,4.5606060606060606,207.7,0,0,0,0
41,1,85.0,1.69,183.0,156.0,75.0,0.73,27.0,3.4,2,0,29.7,8.0,0.75,6.0,372.3,0,1,0,0
54,0,56.0,1.56,168.0,151.0,55.0,1.35,19.8,4.1,7,3,23.1,9.5,0.8495575221238938,8.070796460176991,610.2,1,0,0,0
33,1,51.0,1.62,198.0,161.0,75.0,0.5,27.0,3.5,3,0,19.5,6.0,0.6991869918699187,4.195121951219512,107.0,0,0,1,0
21,1,75.3,1.7,202.0,155.0,67.0,0.84,20.6,3.3,5,2,26.0,7.0,0.6518518518518519,4.562962962962963,288.6,0,0,0,0
41,0,73.8,1.81,185.0,145.0,71.0,0.69,29.7,3.1,2,0,22.4,7.0,0.6491228070175439,4.543859649122807,231.4,0,0,0,0
51,0,62.8,1.65,165.0,139.0,61.0,1.17,14.1,4.6,6,3,23.2,8.0,0.75,6.0,440.9,0,1,0,0
47,1,76.4,1.76,170.0,135.0,71.0,0.52,18.1,3.3,4,1,24.6,7.0,0.6464646464646465,4.525252525252526,179.8,0,0,0,0
35,0,49.0,1.54,195.0,159.0,76.0,0.32,32.0,3.0,2,0,20.8,6.0,0.6974789915966386,4.184873949579831,65.6,0,0,1,0
36,0,42.4,1.54,177.0,159.0,58.0,1.19,17.9,3.9,6,2,18.0,9.5,0.8487394957983193,8.063025210084033,406.8,1,0,0,0
48,1,63.4,1.63,176.0,143.0,65.0,0.9,16.9,4.1,4,2,23.8,6.0,0.7027027027027027,4.216216216216217,240.6,0,0,1,0
36,0,92.7,1.82,190.0,152.0,61.0,0.93,27.2,3.6,4,1,27.9,6.0,0.7054263565891473,4.232558139534884,364.9,0,0,1,0
36,1,58.0,1.69,190.0,145.0,62.0,0.8,15.2,2.9,7,2,20.4,7.0,0.6484375,4.5390625,210.6,0,0,0,0
39,1,71.9,1.71,173.0,158.0,75.0,0.39,27.8,2.7,3,0,24.6,9.5,0.8469387755102041,8.045918367346939,225.6,1,0,0,0
41,0,87.6,1.71,177.0,148.0,61.0,1.19,15.8,4.5,6,3,30.0,8.0,0.75,6.0,625.5,0,1,0,0
29,1,75.8,1.79,194.0,157.0,69.0,0.44,29.7,3.4,3,0,23.6,6.0,0.704,4.224,140.9,0,0,1,0
47,0,63.8,1.62,177.0,130.0,74.0,0.58,34.0,3.5,3,0,24.3,3.0,0.5436893203883495,1.6310679611650485,60.4,0,0,0,1
55,1,74.1,1.75,165.0,152.0,79.0,0.58,20.6,2.7,3,0,24.2,9.5,0.8488372093023255,8.063953488372093,346.6,1,0,0,0
48,0,54.2,1.6,169.0,134.0,70.0,1.0,25.1,3.1,3,0,21.3,7.0,0.6464646464646465,4.525252525252526,245.3,0,0,0,0
53,0,70.7,1.88,166.0,134.0,59.0,0.86,30.6,3.7,4,1,20.0,6.0,0.7009345794392523,4.205607476635514,255.7,0,0,1,0
36,1,51.3,1.6,181.0,148.0,73.0,0.61,20.0,2.9,5,1,20.0,6.0,0.6944444444444444,4.166666666666666,130.4,0,0,1,0
53,0,64.5,1.59,161.0,132.0,65.0,0.85,28.2,3.3,4,1,25.5,6.0,0.6979166666666666,4.1875,229.6,0,0,1,0
47,0,81.4,1.73,172.0,142.0,72.0,0.57,26.3,2.8,3,0,27.0,6.0,0.7,4.199999999999999,194.9,0,0,1,0
50,0,77.6,1.69,179.0,148.0,76.0,0.39,24.7,3.0,2,0,27.2,6.0,0.6990291262135923,4.194174757281553,126.9,0,0,1,0
35,1,66.0,1.71,184.0,148.0,65.0,1.34,18.9,3.5,6,2,22.5,6.0,0.6974789915966386,4.184873949579831,370.1,0,0,1,0
45,1,82.3,1.7,167.0,143.0,70.0,1.08,15.5,5.1,4,2,28.4,8.0,0.7525773195876289,6.020618556701031,535.1,0,1,0,0
28,0,62.3,1.57,190.0,138.0,74.0,0.45,27.5,3.9,3,0,25.2,3.0,0.5517241379310345,1.6551724137931034,46.4,0,0,0,1
50,0,82.3,1.84,179.0,152.0,70.0,1.13,22.5,4.3,3,1,24.3,8.0,0.7522935779816514,6.018348623853211,559.7,0,1,0,0
34,1,56.4,1.77,178.0,150.0,67.0,0.56,15.3,3.9,3,0,18.0,8.0,0.7477477477477478,5.981981981981982,188.9,0,1,0,0
23,1,68.4,1.82,197.0,158.0,68.0,1.25,15.7,4.1,6,2,20.7,6.0,0.6976744186046512,4.186046511627907,357.9,0,0,1,0
21,1,47.7,1.63,203.0,159.0,57.0,1.5,17.7,4.5,5,3,18.0,6.0,0.6986301369863014,4.191780821917808,299.9,0,0,1,0
37,0,78.6,1.72,177.0,150.0,85.0,0.44,21.9,3.9,2,0,26.5,6.0,0.7065217391304348,4.239130434782609,146.6,0,0,1,0
44,1,70.4,1.7,177.0,160.0,64.0,1.26,22.2,3.8,5,2,24.4,9.5,0.8495575221238938,8.070796460176991,715.9,1,0,0,0
32,0,63.4,1.79,183.0,144.0,72.0,0.67,20.3,2.8,5,1,19.7,7.0,0.6486486486486487,4.54054054054054,192.9,0,0,0,0
23,1,81.3,1.8,191.0,151.0,78.0,0.67,27.1,2.3,3,0,25.2,7.0,0.6460176991150443,4.522123893805309,246.3,0,0,0,0
31,0,52.9,1.7,192.0,137.0,70.0,0.69,25.9,3.7,3,1,18.3,3.0,0.5491803278688525,1.6475409836065575,60.1,0,0,0,1
28,1,46.3,1.53,201.0,169.0,72.0,1.0,19.5,4.6,5,1,19.8,8.0,0.751937984496124,6.015503875968992,278.5,0,1,0,0
56,0,73.0,1.86,162.0,141.0,76.0,1.08,14.9,4.1,6,2,21.2,8.0,0.7558139534883721,6.046511627906977,476.7,0,1,0,0
26,1,78.8,1.74,197.0,136.0,61.0,0.83,14.0,3.9,6,2,26.2,3.0,0.5514705882352942,1.6544117647058825,108.2,0,0,0,1
43,1,77.6,1.62,179.0,123.0,55.0,1.3,8.0,4.2,7,3,29.6,3.0,0.5483870967741935,1.6451612903225803,166.0,0,0,0,1
33,0,64.1,1.72,188.0,169.0,63.0,0.88,23.5,3.4,4,1,21.7,9.5,0.848,8.056,454.4,1,0,0,0
22,1,68.5,1.53,195.0,141.0,75.0,0.75,22.0,4.3,5,1,29.3,3.0,0.55,1.65,84.8,0,0,0,1
27,1,77.1,1.79,188.0,134.0,68.0,0.74,22.3,3.3,4,1,24.2,3.0,0.55,1.65,94.1,0,0,0,1
20,1,58.6,1.53,196.0,146.0,85.0,0.57,21.4,3.6,3,0,24.9,3.0,0.5495495495495496,1.648648648648649,55.1,0,0,0,1
30,1,65.3,1.66,189.0,154.0,74.0,0.85,18.1,3.7,5,1,23.7,6.0,0.6956521739130435,4.173913043478261,231.7,0,0,1,0
47,0,67.4,1.7,171.0,155.0,62.0,0.75,12.7,3.3,6,2,23.2,9.5,0.8532110091743119,8.105504587155963,409.7,1,0,0,0
23,0,82.0,1.78,191.0,155.0,71.0,0.67,23.5,3.1,2,0,25.8,6.0,0.7,4.199999999999999,230.7,0,0,1,0
34,1,77.1,1.69,185.0,166.0,58.0,1.12,14.5,4.0,7,3,27.0,9.5,0.8503937007874016,8.078740157480315,697.6,1,0,0,0
36,0,62.2,1.74,181.0,137.0,55.0,0.89,11.8,2.6,5,2,20.5,7.0,0.6507936507936508,4.555555555555555,252.2,0,0,0,0
59,0,65.4,1.68,164.0,139.0,66.0,0.87,20.9,3.9,5,2,23.2,8.0,0.7448979591836735,5.959183673469388,339.1,0,1,0,0
52,0,86.3,1.68,166.0,140.0,63.0,1.08,16.5,4.1,7,3,30.7,8.0,0.7475728155339806,5.980582524271845,557.4,0,1,0,0
43,0,70.4,1.69,181.0,141.0,65.0,0.57,18.1,3.2,3,1,24.7,7.0,0.6551724137931034,4.586206896551724,184.0,0,0,0,0
22,0,69.4,1.66,199.0,140.0,67.0,0.36,30.6,3.4,2,0,25.1,3.0,0.553030303030303,1.659090909090909,41.5,0,0,0,1
46,1,65.5,1.51,172.0,133.0,60.0,1.12,13.2,4.0,6,2,28.7,7.0,0.6517857142857143,4.5625,334.7,0,0,0,0
54,0,56.5,1.6,165.0,150.0,65.0,1.3,17.8,4.4,6,3,22.0,9.5,0.85,8.075,593.1,1,0,0,0
37,1,69.3,1.7,182.0,146.0,79.0,0.68,31.4,3.4,2,0,23.9,7.0,0.6504854368932039,4.553398058252427,214.6,0,0,0,0
38,0,74.7,1.66,183.0,156.0,76.0,0.51,30.1,4.2,2,0,27.3,8.0,0.7476635514018691,5.981308411214953,227.9,0,1,0,0
27,1,80.2,1.66,195.0,167.0,83.0,0.6,28.9,3.9,2,0,29.0,8.0,0.75,6.0,288.7,0,1,0,0
22,1,48.9,1.65,196.0,138.0,67.0,0.25,28.8,3.1,2,0,18.0,3.0,0.5503875968992248,1.6511627906976742,20.2,0,0,0,1
53,1,53.5,1.59,166.0,128.0,59.0,1.16,17.7,3.6,7,3,21.1,7.0,0.6448598130841121,4.5140186915887845,280.1,0,0,0,0
23,0,53.2,1.63,198.0,144.0,78.0,0.44,26.1,3.9,2,0,20.0,3.0,0.55,1.65,38.6,0,0,0,1
43,0,63.9,1.65,162.0,134.0,69.0,0.86,12.7,3.7,4,2,23.5,6.0,0.6989247311827957,4.193548387096774,230.5,0,0,1,0
21,1,57.4,1.68,202.0,181.0,64.0,1.02,11.5,3.9,7,3,20.3,9.5,0.8478260869565217,8.054347826086957,471.6,1,0,0,0
56,1,78.8,1.72,159.0,118.0,69.0,1.33,16.0,5.1,7,2,26.7,3.0,0.5444444444444444,1.6333333333333333,171.2,0,0,0,1
56,0,68.2,1.66,163.0,142.0,82.0,0.96,31.5,4.4,3,0,24.7,8.0,0.7407407407407407,5.925925925925926,388.0,0,1,0,0
52,0,68.5,1.58,165.0,150.0,69.0,0.9,19.8,3.7,5,2,27.6,9.5,0.84375,8.015625,494.2,1,0,0,0
18,1,66.0,1.54,205.0,160.0,55.0,1.21,11.2,3.7,6,3,27.8,6.0,0.7,4.199999999999999,335.4,0,0,1,0
41,0,96.4,1.9,184.0,145.0,73.0,0.4,22.5,2.4,2,0,26.7,7.0,0.6486486486486487,4.54054054054054,175.1,0,0,0,0
53,0,55.6,1.57,166.0,136.0,67.0,0.48,26.1,2.9,3,0,22.7,6.0,0.696969696969697,4.181818181818182,111.6,0,0,1,0
23,0,64.7,1.63,197.0,150.0,65.0,1.49,12.5,3.4,7,3,24.4,7.0,0.6439393939393939,4.507575757575758,434.5,0,0,0,0
58,0,66.4,1.73,162.0,132.0,76.0,0.79,22.7,3.3,5,1,22.2,7.0,0.6511627906976745,4.558139534883721,239.1,0,0,0,0
48,0,54.6,1.72,172.0,123.0,64.0,0.42,16.7,3.0,4,1,18.5,3.0,0.5462962962962963,1.6388888888888888,37.6,0,0,0,1
37,0,83.4,1.73,188.0,169.0,58.0,1.25,22.7,3.2,7,3,27.8,9.5,0.8538461538461538,8.111538461538462,719.45,1,0,0,0
41,1,63.3,1.64,194.0,173.0,56.0,0.98,15.5,3.9,7,2,23.7,9.5,0.8478260869565217,8.054347826086957,499.6,1,0,0,0
42,1,52.3,1.7,177.0,145.0,69.0,0.46,20.1,3.0,5,1,18.0,6.0,0.7037037037037037,4.222222222222222,101.6,0,0,1,0
53,1,74.3,1.69,170.0,144.0,66.0,1.13,26.4,4.8,4,1,26.1,8.0,0.75,6.0,503.8,0,1,0,0
38,1,62.8,1.65,178.0,145.0,69.0,0.33,22.8,2.9,2,0,23.1,6.0,0.6972477064220184,4.18348623853211,86.7,0,0,1,0
47,1,52.3,1.7,169.0,141.0,75.0,0.88,23.9,3.7,2,0,18.0,6.0,0.7021276595744681,4.212765957446809,193.9,0,0,1,0
41,1,59.0,1.79,174.0,131.0,79.0,0.78,24.9,3.5,5,1,18.5,3.0,0.5473684210526316,1.642105263157895,75.6,0,0,0,1
59,0,59.7,1.68,168.0,146.0,79.0,0.79,27.9,4.3,3,0,21.2,8.0,0.7528089887640449,6.022471910112359,284.0,0,1,0,0
47,0,70.0,1.68,177.0,124.0,59.0,1.06,16.0,4.0,7,3,24.8,3.0,0.5508474576271186,1.652542372881356,122.6,0,0,0,1
39,1,86.7,1.79,179.0,163.0,75.0,0.59,23.6,3.0,3,0,27.2,9.5,0.8461538461538461,8.038461538461538,411.2,1,0,0,0
45,1,85.2,1.78,176.0,133.0,79.0,0.92,25.1,4.3,5,1,27.0,3.0,0.5567010309278351,1.6701030927835052,130.9,0,0,0,1
24,1,89.3,1.84,200.0,161.0,71.0,1.2,22.6,3.9,4,2,26.4,6.0,0.6976744186046512,4.186046511627907,448.6,0,0,1,0
52,0,54.0,1.5,174.0,157.0,63.0,0.93,20.8,3.4,4,2,23.9,9.5,0.8468468468468469,8.045045045045045,404.0,1,0,0,0
45,0,96.8,1.77,177.0,130.0,73.0,0.96,20.8,4.4,4,1,30.9,3.0,0.5480769230769231,1.6442307692307694,152.8,0,0,0,1
31,0,81.2,1.74,189.0,146.0,65.0,0.62,21.7,2.8,5,1,26.8,7.0,0.6532258064516129,4.57258064516129,230.2,0,0,0,0
27,0,63.0,1.59,200.0,158.0,60.0,0.85,19.8,3.5,6,3,24.9,6.0,0.7,4.199999999999999,224.9,0,0,1,0
33,1,76.4,1.71,181.0,151.0,79.0,0.97,24.9,4.0,2,0,26.3,6.0,0.7058823529411765,4.235294117647059,313.9,0,0,1,0
33,1,71.4,1.79,177.0,129.0,70.0,0.86,14.4,3.4,6,2,22.4,3.0,0.5514018691588785,1.6542056074766354,101.6,0,0,0,1
48,1,60.6,1.6,178.0,148.0,57.0,1.21,8.0,4.9,5,3,23.8,8.0,0.7520661157024794,6.016528925619835,441.2,0,1,0,0
59,1,53.5,1.72,159.0,131.0,80.0,0.65,26.6,2.8,3,0,18.0,7.0,0.6455696202531646,4.518987341772152,157.1,0,0,0,0
42,0,70.1,1.77,185.0,129.0,61.0,1.02,22.9,4.3,7,3,22.5,3.0,0.5483870967741935,1.6451612903225803,117.6,0,0,0,1
30,0,76.8,1.57,200.0,159.0,64.0,1.16,17.7,3.7,7,2,31.0,6.0,0.6985294117647058,4.191176470588236,373.4,0,0,1,0
23,1,68.2,1.67,205.0,167.0,80.0,0.58,17.6,3.3,5,1,24.6,6.0,0.696,4.176,165.2,0,0,1,0
26,0,71.4,1.71,179.0,146.0,68.0,0.48,22.4,2.9,5,1,24.4,6.0,0.7027027027027027,4.216216216216217,144.5,0,0,1,0
53,0,71.7,1.6,171.0,119.0,55.0,1.23,17.1,4.2,7,3,28.0,3.0,0.5517241379310345,1.6551724137931034,146.0,0,0,0,1
37,0,64.5,1.59,180.0,164.0,72.0,0.41,26.7,2.7,2,0,25.4,9.5,0.8518518518518519,8.092592592592593,214.0,1,0,0,0
35,0,57.9,1.67,182.0,155.0,74.0,0.76,24.2,4.5,3,1,20.9,8.0,0.75,6.0,264.0,0,1,0,0
38,1,74.6,1.76,184.0,128.0,60.0,0.94,21.3,3.8,4,2,24.1,3.0,0.5483870967741935,1.6451612903225803,115.4,0,0,0,1
21,0,59.2,1.74,196.0,139.0,69.0,0.97,18.6,4.5,6,2,19.5,3.0,0.5511811023622047,1.6535433070866143,95.0,0,0,0,1
50,1,62.8,1.59,174.0,143.0,71.0,0.78,22.3,3.5,3,0,24.7,6.0,0.6990291262135923,4.194174757281553,205.4,0,0,1,0
44,0,62.9,1.75,183.0,156.0,75.0,0.69,24.6,4.1,2,0,20.6,8.0,0.75,6.0,260.4,0,1,0,0
24,0,70.6,1.6,195.0,159.0,76.0,0.67,21.5,3.6,5,2,27.7,6.0,0.6974789915966386,4.184873949579831,198.0,0,0,1,0
23,1,50.7,1.52,199.0,152.0,66.0,0.86,21.3,2.8,4,1,22.0,7.0,0.6466165413533834,4.526315789473684,197.4,0,0,0,0
32,1,55.9,1.64,186.0,143.0,65.0,0.62,25.9,3.0,3,0,20.7,7.0,0.6446280991735537,4.512396694214876,156.4,0,0,0,0
35,0,75.6,1.79,187.0,156.0,82.0,0.42,27.1,2.9,2,0,23.5,6.0,0.7047619047619048,4.228571428571429,134.3,0,0,1,0
49,0,77.6,1.75,178.0,138.0,63.0,0.65,21.6,2.9,4,1,25.5,7.0,0.6521739130434783,4.565217391304348,230.3,0,0,0,0
28,1,54.1,1.68,194.0,149.0,66.0,1.21,26.3,3.0,3,1,19.2,7.0,0.6484375,4.5390625,297.1,0,0,0,0
37,0,58.8,1.64,182.0,147.0,64.0,1.38,8.3,4.1,7,3,21.9,6.0,0.7033898305084746,4.220338983050848,342.5,0,0,1,0
41,0,65.8,1.64,186.0,148.0,78.0,0.51,31.6,2.5,3,0,24.4,7.0,0.6481481481481481,4.537037037037037,152.3,0,0,0,0
32,1,83.9,1.69,186.0,166.0,55.0,1.0,10.8,3.6,7,3,29.4,9.5,0.8473282442748091,8.049618320610687,675.4,1,0,0,0
24,0,44.5,1.57,194.0,153.0,58.0,1.28,14.5,3.8,7,3,18.0,6.0,0.6985294117647058,4.191176470588236,238.7,0,0,1,0
38,0,71.6,1.65,179.0,163.0,74.0,0.8,19.8,3.4,5,1,26.5,9.5,0.8476190476190476,8.052380952380952,461.2,1,0,0,0
59,0,61.8,1.66,153.0,122.0,85.0,0.7,30.1,3.5,3,0,22.5,3.0,0.5441176470588235,1.6323529411764706,70.6,0,0,0,1
43,0,52.6,1.54,173.0,155.0,55.0,0.87,17.1,3.1,7,3,22.0,9.5,0.847457627118644,8.050847457627118,368.4,1,0,0,0
31,0,54.2,1.6,189.0,140.0,80.0,0.25,32.1,3.0,2,0,21.3,3.0,0.5504587155963303,1.651376146788991,22.4,0,0,0,1
54,1,66.8,1.72,167.0,142.0,67.0,0.43,24.9,3.6,5,1,22.5,8.0,0.75,6.0,172.3,0,1,0,0
38,0,74.8,1.68,177.0,141.0,75.0,1.01,30.1,3.1,3,1,26.5,7.0,0.6470588235294118,4.529411764705882,342.2,0,0,0,0
35,1,59.4,1.65,182.0,152.0,60.0,1.5,20.1,4.9,7,2,21.9,8.0,0.7540983606557377,6.032786885245901,537.5,0,1,0,0
22,1,77.3,1.59,189.0,147.0,69.0,0.84,22.1,3.8,5,1,30.6,7.0,0.65,4.55,295.4,0,0,0,0
20,0,89.5,1.84,205.0,145.0,72.0,0.65,28.7,3.3,3,1,26.5,3.0,0.5488721804511278,1.6466165413533835,95.8,0,0,0,1
40,1,63.2,1.6,187.0,151.0,65.0,1.12,9.0,4.1,7,3,24.8,6.0,0.7049180327868853,4.229508196721311,299.4,0,0,1,0
43,0,67.9,1.71,173.0,135.0,63.0,1.52,17.8,3.1,5,3,23.3,7.0,0.6545454545454545,4.581818181818182,472.9,0,0,0,0
54,1,76.5,1.63,167.0,152.0,68.0,0.93,16.8,3.8,4,1,28.8,9.5,0.8484848484848485,8.06060606060606,573.5,1,0,0,0
41,1,83.2,1.68,175.0,126.0,67.0,0.72,25.5,3.5,3,1,29.3,3.0,0.5462962962962963,1.6388888888888888,98.2,0,0,0,1
36,1,57.6,1.73,189.0,172.0,74.0,1.36,15.8,4.2,6,2,19.4,9.5,0.8521739130434782,8.095652173913043,634.2,1,0,0,0
42,0,50.5,1.54,181.0,141.0,66.0,0.7,23.7,2.9,6,2,21.2,7.0,0.6521739130434783,4.565217391304348,161.4,0,0,0,0
38,1,74.8,1.68,175.0,129.0,73.0,0.75,23.4,3.5,2,0,26.5,3.0,0.5490196078431373,1.647058823529412,92.4,0,0,0,1
29,1,89.8,1.8,186.0,169.0,73.0,0.62,24.8,3.2,4,1,27.7,9.5,0.8495575221238938,8.070796460176991,449.3,1,0,0,0
58,1,78.5,1.86,162.0,124.0,78.0,0.69,24.6,3.5,3,0,22.8,3.0,0.5476190476190477,1.642857142857143,89.0,0,0,0,1
50,0,58.4,1.67,177.0,126.0,63.0,0.75,26.0,4.0,5,1,21.0,3.0,0.5526315789473685,1.6578947368421053,72.6,0,0,0,1
21,0,69.0,1.68,197.0,152.0,67.0,0.84,19.7,3.5,7,2,24.3,7.0,0.6538461538461539,4.576923076923077,265.3,0,0,0,0
59,1,104.9,1.9,168.0,133.0,67.0,0.46,22.5,2.1,3,0,29.9,7.0,0.6534653465346535,4.574257425742575,227.2,0,0,0,0
24,1,77.7,1.79,198.0,166.0,72.0,0.77,23.9,3.8,3,0,24.2,8.0,0.746031746031746,5.968253968253968,357.1,0,1,0,0
39,1,49.6,1.62,177.0,143.0,65.0,0.53,23.8,3.3,3,1,18.9,6.0,0.6964285714285714,4.178571428571429,109.8,0,0,1,0
50,1,64.0,1.62,168.0,132.0,64.0,1.06,10.2,3.0,7,2,24.4,7.0,0.6538461538461539,4.576923076923077,310.5,0,0,0,0
34,0,85.5,1.78,189.0,151.0,63.0,0.97,23.2,3.8,7,2,27.1,6.0,0.6984126984126984,4.19047619047619,347.5,0,0,1,0
41,0,58.8,1.58,183.0,150.0,74.0,0.57,27.7,3.2,2,0,23.6,6.0,0.6972477064220184,4.18348623853211,140.2,0,0,1,0
51,0,92.9,1.79,174.0,125.0,66.0,0.65,26.7,3.9,2,0,29.0,3.0,0.5462962962962963,1.6388888888888888,99.0,0,0,0,1
45,1,80.6,1.71,176.0,137.0,65.0,0.94,10.9,2.9,5,2,27.5,7.0,0.6486486486486487,4.54054054054054,344.0,0,0,0,0
58,0,71.2,1.73,164.0,134.0,64.0,0.92,24.9,4.0,5,1,23.8,6.0,0.7,4.199999999999999,275.1,0,0,1,0
56,1,66.2,1.65,175.0,152.0,81.0,0.45,18.1,3.6,5,1,24.2,8.0,0.7553191489361702,6.042553191489362,180.0,0,1,0,0
39,1,47.1,1.62,193.0,174.0,68.0,0.61,19.6,3.3,4,1,18.0,9.5,0.848,8.056,231.5,1,0,0,0
34,1,96.2,1.83,186.0,151.0,69.0,0.82,23.7,4.2,4,1,28.8,6.0,0.7008547008547008,4.205128205128204,331.7,0,0,1,0
51,0,62.2,1.66,160.0,147.0,73.0,0.5,22.4,2.7,4,1,22.7,9.5,0.8505747126436781,8.080459770114942,251.3,1,0,0,0
23,1,60.2,1.64,198.0,165.0,67.0,1.22,14.3,4.9,7,3,22.4,8.0,0.7480916030534351,5.984732824427481,439.5,0,1,0,0
23,0,60.9,1.67,198.0,176.0,55.0,1.34,8.9,4.1,5,3,21.8,9.5,0.8461538461538461,8.038461538461538,656.0,1,0,0,0
51,1,74.6,1.7,163.0,141.0,78.0,0.49,23.9,3.9,2,0,25.8,8.0,0.7411764705882353,5.929411764705883,216.7,0,1,0,0
18,0,48.5,1.58,203.0,158.0,75.0,1.0,28.9,3.0,5,1,19.5,7.0,0.6484375,4.5390625,220.1,0,0,0,0
27,1,52.9,1.62,188.0,147.0,71.0,0.66,25.4,2.3,3,1,20.1,7.0,0.6495726495726496,4.547008547008547,158.8,0,0,0,0
38,0,62.3,1.62,184.0,151.0,76.0,0.61,21.1,2.9,2,0,23.8,6.0,0.6944444444444444,4.166666666666666,158.3,0,0,1,0
22,1,66.9,1.76,201.0,141.0,67.0,0.66,17.2,3.4,3,1,21.5,3.0,0.5522388059701493,1.656716417910448,73.2,0,0,0,1
19,0,64.2,1.59,204.0,156.0,68.0,1.04,24.9,3.5,5,1,25.3,7.0,0.6470588235294118,4.529411764705882,302.4,0,0,0,0
39,1,49.0,1.5,186.0,143.0,64.0,1.12,23.0,3.2,7,2,21.6,7.0,0.6475409836065574,4.532786885245902,248.8,0,0,0,0
19,1,66.8,1.48,203.0,158.0,73.0,0.44,30.8,2.6,3,0,30.4,7.0,0.6538461538461539,4.576923076923077,134.5,0,0,0,0
27,1,62.9,1.53,197.0,156.0,79.0,0.77,25.9,2.6,3,0,26.8,7.0,0.652542372881356,4.567796610169491,221.2,0,0,0,0
51,0,88.1,1.82,175.0,149.0,71.0,0.38,23.9,3.8,2,0,26.7,8.0,0.75,6.0,200.9,0,1,0,0
33,1,61.0,1.68,185.0,150.0,69.0,1.1,18.4,3.7,6,2,21.6,6.0,0.6982758620689655,4.189655172413794,281.1,0,0,1,0
56,1,100.6,1.73,163.0,139.0,67.0,1.12,11.8,4.4,6,3,33.6,8.0,0.75,6.0,676.0,0,1,0,0
39,1,66.9,1.73,179.0,142.0,72.0,0.71,19.1,2.7,3,1,22.2,7.0,0.6542056074766355,4.579439252336448,217.5,0,0,0,0
29,0,60.1,1.69,187.0,156.0,61.0,0.7,18.5,3.9,3,1,21.1,8.0,0.753968253968254,6.031746031746032,253.8,0,1,0,0
41,1,75.0,1.67,178.0,133.0,78.0,0.52,21.8,3.3,3,0,26.8,3.0,0.55,1.65,64.4,0,0,0,1
57,1,78.9,1.78,167.0,122.0,67.0,1.05,19.4,3.8,3,1,24.8,3.0,0.55,1.65,136.7,0,0,0,1
55,0,59.5,1.69,169.0,133.0,67.0,0.61,24.1,2.5,5,1,20.7,7.0,0.6470588235294118,4.529411764705882,164.4,0,0,0,0
27,1,104.9,1.82,185.0,152.0,77.0,0.47,20.5,3.2,2,0,32.8,6.0,0.6944444444444444,4.166666666666666,212.7,0,0,1,0
52,0,84.7,1.74,177.0,161.0,71.0,1.23,20.2,3.4,4,2,27.9,9.5,0.8490566037735849,8.066037735849058,719.45,1,0,0,0
